,s1_mean,s2_mean,s3_mean,x_mean,y_mean,z_mean,s1_variation,s2_variation,s3_variation,x_variation,y_variation,z_variation,s1_std,s2_std,s3_std,x_std,y_std,z_std,s1_median,s2_median,s3_median,x_median,y_median,z_median,s1_max,s2_max,s3_max,x_max,y_max,z_max,s1_min,s2_min,s3_min,x_min,y_min,z_min,s1_skew,s2_skew,s3_skew,x_skew,y_skew,z_skew,s1_kurtosis,s2_kurtosis,s3_kurtosis,x_kurtosis,y_kurtosis,z_kurtosis,s1_moment,s2_moment,s3_moment,x_moment,y_moment,z_moment,s1_kstatvar,s2_kstatvar,s3_kstatvar,x_kstatvar,y_kstatvar,z_kstatvar,s1_tvar,s2_tvar,s3_tvar,x_tvar,y_tvar,z_tvar,s1_sem,s2_sem,s3_sem,x_sem,y_sem,z_sem,s1_entropy,s2_entropy,s3_entropy,x_entropy,y_entropy,z_entropy,s2_peak_len,s2_peak_prom,s2_peak_width,s2_peak_height,s2_weight_pred_k,x_peak_len,x_peak_prom,x_peak_width,x_peak_height,x_weight_pred_k,y_peak_len,y_peak_prom,y_peak_width,y_peak_height,y_weight_pred_k,z_peak_len,z_peak_prom,z_peak_width,z_peak_height,z_weight_pred_k,s2_peak_len_50_110,s2_peak_len_20_300,x_peak_len_20_150,x_peak_len_50_200,y_peak_len_50_110,y_peak_len_50_200,s2_peak_prom_sit,s2_peak_prom_stand,x_peak_prom_sit,x_peak_prom_stand,y_peak_prom_sit,y_peak_prom_stand,x_y_corr,z_y_corr,x_z_corr,id,Name,Kg,Target
0,91.0025,88.84,127.6475,178.6475,-58.6525,-1331.735,1.4088876088887055,0.8919577412188746,1.2715684413290664,5.805104063653314,-9.144326973638238,-0.5756525959142338,128.2122946278944,79.24152572988483,162.312532614552,1037.0673282115054,536.3376378213168,766.6167098198421,9.0,45.0,21.0,95.0,-39.0,-958.0,422,378,509,4079,2279,126,-12,19,-7,-2238,-2438,-4993,1.1841234045666664,1.2668674845023455,1.0552673152021506,1.681871710943331,-0.29282220484510824,-1.0558138950128284,-0.15596618201463563,0.7337959089916297,-0.364484877949387,3.881071996289239,7.540025892061482,0.9765980873823144,16438.39249375,6279.219399999999,26345.358243750004,1075508.64324375,287658.06174375,587701.179775,625932.014998268,135459.30554497914,1425696.8782286241,8553196032.591567,992699044.921544,1292103156.9493985,16458.96620150188,6287.078247809762,26378.331157697125,1076854.7116332916,288018.0843491865,588436.7256821026,4.53582492517925,2.803363659920383,5.742204624281636,36.68880468946371,18.974261657215624,27.120949598099035,0.0,6.339281729371003,0.0,0.0,0.0,0.0,9.0,322.0,15.522305566521915,348.0,2675.2868217054283,9.0,5386.0,9.847558351638469,3773.0,65043.908589546474,9.0,3644.0,17.520811833505377,1903.0,80283.7706674852,0.0,0.0,0.0,0.0,0.0,9,9,19,9,9,9,1.0,0.9316770186335404,16.700310559006212,16.700310559006212,11.316770186335404,11.316770186335404,-0.8104649878711382,0.26021934638996314,-0.3569733118435405,user_1,a,89.2,Walking
1,90.14,81.1725,140.385,148.815,-20.315,-1343.855,1.3084278034091095,0.8360503437956843,1.2506375024651704,6.742589762467914,-26.956675294941466,-0.6271974497656313,117.94168219929712,67.86429653175519,175.57074578357293,1003.3984955016626,547.6248586167359,842.8624288547925,9.0,39.0,17.0,81.0,-39.5,-954.0,347,331,530,4274,2182,154,-7,15,-6,-2153,-2537,-6478,0.9170432448506893,1.1247516693520605,0.8900317620907916,1.8894771940619224,-0.8014764584799107,-1.659978624865132,-0.814193562949721,0.5412795876700205,-0.7831936903315242,5.114007763582764,8.709277048810966,5.74295051693438,13910.2404,4605.56274375,30825.086774999996,1006808.5407750001,299892.98577499995,710417.0739750001,578408.1547950376,136191.17000548207,2914930.798389075,18242702886.36153,2437116954.6875515,9886421984.753902,13945.103157894737,4617.105507518797,30902.342631578944,1009331.870451128,300644.5972681704,712197.5678947369,5.904469315250681,3.3974643145730012,8.78953107844482,50.232755012320595,27.41553379327906,42.19589932371204,0.0,5.67723157710163,0.0,0.0,0.0,0.0,4.0,302.5,5.731958594566336,323.0,5811.998157894741,5.0,5381.0,9.904450931523485,3634.0,54081.94619736052,5.0,3456.0,32.778207305177204,1708.0,153598.67943206037,1.0,3251.0,15.677167926855532,154.0,0.0,4,4,9,5,5,5,1.0,0.971900826446281,17.788429752066115,17.788429752066115,11.424793388429752,11.424793388429752,-0.7523365908207722,0.2847373140722404,-0.337888750530267,user_2,a,89.2,Walking
2,82.9876390605686,83.8566131025958,125.19777503090235,193.7725587144623,-18.639060568603213,-1245.4437577255871,1.4017688003370326,0.8783456230093561,1.2561029660831817,4.617909539747743,-26.378127566784517,-0.5140988823822394,116.32948324873591,73.65508907905405,157.26129656333134,894.8241474288451,491.6635174036387,640.281243916661,12.0,44.0,24.0,101.0,-42.0,-952.0,446,352,514,3589,2315,-80,-6,18,-4,-3654,-2098,-3183,1.2368218597572957,1.2890024966298295,1.0484991819462757,1.2794798552567153,-0.0757970884453853,-0.896247628060703,0.03215685746677499,0.791169586961114,-0.399447157190679,3.7381193525938707,4.745388015692057,0.28851496539487,13532.54867291793,5425.072147243387,24731.11539678005,800710.2548217594,241733.01434571817,409960.0713114666,462304.06584998884,102082.75298380521,1215698.96855061,4573757703.207013,490071694.0904552,477867416.07002836,13549.296876721048,5431.786345445421,24761.72321286517,801701.2328599051,242032.18886842328,410467.44763734716,4.09245693967771,2.5911769916456677,5.53243310715311,31.4798036548156,17.296662183932966,22.525015557830987,0.0,6.3624874549932215,0.0,0.0,0.0,6.5679225165281885,9.0,285.0,15.087244897959181,309.0,5274.781433393025,10.0,4139.0,11.773349694196156,2924.0,54096.99384437147,8.0,2962.0,23.064627978032775,1499.5,63392.94350684125,0.0,0.0,0.0,0.0,0.0,9,7,20,9,8,8,0.991304347826087,0.991304347826087,14.396521739130435,14.396521739130435,10.302608695652173,10.302608695652173,-0.7010824308328147,0.11943959005128826,-0.33820226046404084,user_3,a,89.2,Walking
3,92.17775090689238,90.44860943168078,127.89359129383313,117.13180169286578,-81.95767835550181,-1366.3869407496977,1.3928767716288628,0.9116434416769835,1.2853139757861114,9.293951304570772,-6.708591946667615,-0.5705627092533224,128.39224809920174,82.45688159719474,164.38342030344066,1088.617261150135,549.8206209832941,779.6094348025065,9.0,42.0,20.0,40.0,-64.0,-983.0,411,375,535,4768,2293,419,-4,13,-7,-2547,-2949,-3595,1.1200579813460896,1.1074231845090576,1.0458119777446722,1.66903331843379,-0.4529245962008536,-0.7533733676791272,-0.3499078712101653,0.03614441251395428,-0.41851127223370677,4.1429220416945824,7.564994233669326,-0.04583657862081214,16484.569371966973,6799.137322733793,27021.908870657626,1185087.5412740211,302302.7152584552,607790.8708330835,544691.7354212038,114373.23982030808,1402677.6553065425,10491297662.535656,1063122570.8187183,877113468.7771986,16504.52647774417,6807.368723850904,27054.62304604583,1186522.2719535297,302668.69917523296,608526.695131913,4.467337660978821,2.869041846524921,5.7196307038309175,37.87783889701866,19.13070612334502,27.126081523681208,0.0,6.348449396036578,0.0,0.0,0.0,0.0,9.0,304.0,19.121043627031668,324.0,6366.832835222417,9.0,5695.0,10.41806847360283,3634.0,58881.66211345,10.0,3576.0,22.710171821305806,1874.5,139735.4626975317,2.0,3721.5,15.092816819737152,392.0,60743.49225841563,9,7,16,9,10,10,1.0,0.9901315789473685,18.73355263157895,18.73355263157895,11.763157894736842,11.763157894736842,-0.8394722581896981,0.41293472250965146,-0.4240873320995376,user_4,a,89.2,Walking
4,96.85661764705883,91.58088235294117,142.49264705882354,170.09803921568627,-106.38970588235294,-1390.8210784313726,1.3290811141248016,0.8888125029974986,1.2096260032992519,6.954970473789987,-5.38462708489227,-0.5863277168350901,128.73030129271285,81.3982332708371,172.3628111612956,1183.0268403946693,572.8688918478401,815.4769474427844,10.0,46.0,27.0,62.0,-87.0,-982.0,400,415,535,4183,2664,138,-13,16,-7,-3058,-4095,-3515,1.0494023461723316,1.3001973898741195,0.937585508127365,1.5219901182249846,-0.2888061161230765,-0.8280149479192658,-0.4697582428095006,1.2836762681334708,-0.6182821829227878,3.4188074709709877,12.094271302263845,-0.1353418446620127,16571.490470912628,6625.672379613611,29708.93867142445,1399552.5050941946,328178.7672469723,665002.6518106017,517323.53443005995,177611.53743172498,1501059.0526860957,13081599269.718504,1871385517.073484,1015429927.2779013,16591.823588054853,6633.8020389751,29745.391356910863,1401269.7474317334,328581.44058101764,665818.6059846024,4.509225780799191,2.8512557516801422,6.037605939974085,41.439622796773726,20.066722055317474,28.56491158748331,0.0,6.3568380271809755,0.0,0.0,0.0,0.0,10.0,356.0,4.955962171052647,386.0,1625.7062570251005,10.0,6269.0,9.949674665736495,4034.5,72116.3894115752,9.0,4090.0,12.048712021136069,2186.0,39107.040558199136,0.0,0.0,0.0,0.0,0.0,10,10,17,10,9,9,1.0,0.9789325842696629,17.609550561797754,17.609550561797754,11.48876404494382,11.48876404494382,-0.8106948094265737,0.3228264328307321,-0.35369297940182665,user_5,a,89.2,Walking
5,99.1367816091954,98.71954022988506,137.78620689655173,157.32183908045977,-94.2735632183908,-1398.896551724138,1.3478955780278277,0.881668209706368,1.2382313006779266,7.177573518703093,-5.8246814683512165,-0.5853952824091896,133.62602955094493,87.03788029751853,170.61119418099517,1129.1890660975773,549.1134766335978,818.9074419577933,9.0,47.0,24.0,54.0,-81.0,-989.0,419,416,530,4214,2408,296,-12,20,-4,-2842,-2822,-5377,1.0485095626242438,1.1664566690643896,0.9514195934870877,1.6528497838518774,-0.08408202622027425,-1.0656924999267596,-0.46820273964021153,0.5657015683474742,-0.595055881019324,3.737750298233217,7.198227458049036,1.3019999336962593,17855.91577355001,7575.5926066851625,29108.17957986524,1275067.9469943189,301525.61022063677,670609.3984938565,563759.2983916191,170071.08953827652,1373910.2801978006,10779899073.929031,966550235.9409876,1715514136.294726,17876.463432668017,7584.310204621509,29141.675758898455,1276535.2288665792,301872.59020938317,671381.1009086941,4.532952582810592,2.952557863335884,5.787588360726479,38.30511548423312,18.627398872263875,27.779532300555015,0.0,6.421650483370181,0.0,0.0,0.0,0.0,10.0,361.0,10.102395013123356,396.5,2925.8181818182156,10.0,5872.5,9.94500926858938,3865.5,63733.152201942365,10.0,3642.0,20.533152306737307,1814.5,47158.6330740238,3.0,3464.0,15.954388391957252,199.0,59599.66063904444,10,10,18,10,10,10,1.0,0.9598337950138505,16.26731301939058,16.26731301939058,10.088642659279778,10.088642659279778,-0.7931637194331448,0.3800656917297464,-0.35510444542597225,user_6,a,89.2,Walking
6,91.36,89.88625,138.2925,134.7125,-111.275,-1358.9675,1.3333694875696425,0.8682370630413512,1.2241870367884427,7.864076613321368,-4.5367814605796575,-0.6079999498324451,121.81663638436254,78.04257370780066,169.29588578506568,1059.3894207720548,504.83035702600137,826.2521718239233,9.0,43.0,25.0,48.0,-109.0,-963.0,396,372,514,4675,2287,99,-6,18,-9,-2982,-2553,-7038,1.0221539059927962,1.1302469190259388,0.9072219122997169,1.7383241662726443,0.14394473373079889,-1.5546035947763306,-0.5639916941600469,0.31671297342502136,-0.7438664158322927,4.365448651901093,7.068481578732072,5.213569165984744,14839.292899999999,6090.643310937499,28661.09694375,1122305.94484375,254853.689375,682692.65144375,397059.3279796178,107983.75658271302,1295343.6782178935,10081141714.317974,740671197.7877249,4227454011.940827,14857.865231539423,6098.266143617021,28696.968153942427,1123710.5830725906,255172.65519399248,683547.0853003755,4.309562801424789,2.760947786453282,5.989257899976259,37.47850355658211,17.859614189351642,29.230700583897562,0.0,6.348114030825414,0.0,0.0,0.0,0.0,9.0,312.0,16.695702671312404,332.0,3151.594120838099,10.0,5363.0,8.764662247593606,3637.0,65002.70359297181,9.0,3198.0,17.93116950922382,1784.0,77360.72724639843,0.0,0.0,0.0,0.0,0.0,9,9,15,10,9,9,1.0,0.9455128205128205,17.189102564102566,17.189102564102566,10.25,10.25,-0.7947034651948985,0.41656239596183287,-0.3752054664966777,user_7,a,89.2,Walking
7,92.51102941176471,86.60416666666667,132.69117647058823,161.0735294117647,-101.18382352941177,-1343.921568627451,1.3371731391919652,0.8780930315867829,1.2352205406648438,6.34779706822739,-4.977567129213343,-0.6119374073346446,123.70326360840964,76.04651525638035,163.9028667414542,1022.4620777690382,503.64927400812365,822.395880366991,11.0,44.0,23.5,56.0,-99.0,-961.0,423,435,496,3935,2151,160,-8,14,-9,-2369,-2602,-6131,1.0659647079674326,1.2666489237616911,0.9382110428659993,1.6452298088447086,-0.16013089160943003,-1.582208795759633,-0.3980202686377625,1.1490405679410225,-0.6663446885351068,3.6980655723082734,7.052061911184671,4.539002080051998,15302.497427371685,5783.072482638889,26864.149726066895,1045428.7004757785,253662.59120891002,676334.9840445983,461840.3678184398,129757.53336247575,1184584.7300374594,7675464017.029015,717989289.1212524,3686782978.4485593,15321.273497834718,5790.168277096114,26897.111872970043,1046711.4350775892,253973.83365211115,677164.8429207266,4.33313633100007,2.6637932459606604,5.741267012006109,35.815284472006795,17.642064595764197,28.807271237108548,0.0,6.364369193453268,0.0,0.0,0.0,0.0,9.0,312.0,10.930289299407463,333.0,2806.580163853032,9.0,5467.0,10.284812329518047,3490.0,62290.11351967888,9.0,3278.0,14.381773315180368,1772.0,97738.29549698954,1.0,5682.0,21.97695946424767,160.0,0.0,9,8,16,9,9,9,1.0,0.9967948717948718,17.522435897435898,17.522435897435898,10.506410256410257,10.506410256410257,-0.8170783269947338,0.2958303092440726,-0.3623204393096657,user_8,a,89.2,Walking
8,91.84862385321101,85.7408256880734,128.67660550458714,182.5137614678899,-116.43577981651376,-1367.5045871559632,1.3941466239133928,0.9111814933141671,1.2823579013677247,5.977279853169316,-4.788438985489298,-0.5797267280814715,128.05044885604525,78.12545358844842,165.00946178998498,1090.9358293481685,557.5456273792424,792.7789599483301,7.5,43.0,19.5,78.0,-93.0,-985.0,405,391,503,3769,1961,31,-6,17,-3,-2153,-2859,-3482,1.116367174229999,1.3238396026702166,1.0339346438096209,1.671975660940641,-0.7362277768048449,-0.8907293912408409,-0.35866059212774193,0.987846863553639,-0.45269135145772355,3.465039335296683,7.053924813110896,-0.0386612470108636,16396.917452234662,6103.586498400808,27228.122480220514,1190140.9837555762,310857.1266097131,628498.479336756,1020977.6555798912,257851.78176886842,2653577.5926465397,17944621199.834282,2028837737.99494,1793300329.2075427,16434.611515343247,6117.617731730465,27290.715865232516,1192876.9400400717,311571.7406938733,629943.3034271854,6.139549096520479,3.745828790756063,7.9115981326152545,52.30636944479685,26.732266723199135,38.01084174849755,0.0,5.720757833874999,0.0,0.0,0.0,0.0,5.0,326.0,8.630985915492971,346.0,3254.741197183094,5.0,5516.0,10.078355704978435,3753.0,58142.03406202059,5.0,3083.0,21.568541033434656,1495.0,91152.05990478705,0.0,0.0,0.0,0.0,0.0,5,5,10,5,5,5,1.0,0.9141104294478528,16.920245398773005,16.920245398773005,9.457055214723926,9.457055214723926,-0.8113671800013428,0.33128252422382104,-0.36397012919929,user_9,a,89.2,Walking
9,88.52184769038702,82.26841448189762,130.36079900124844,169.17977528089887,-103.82896379525593,-1328.8938826466917,1.3646295699371729,0.8827993031227039,1.254285915881836,6.271710653678807,-5.429559589300152,-0.5805657378235508,120.79953094377676,72.62649897362898,163.50971417036882,1061.0465990162,563.7455460216302,771.5102574679797,9.0,43.0,23.0,60.0,-83.0,-956.0,373,362,514,4222,2065,91,-12,12,-7,-2076,-4038,-3378,1.070950771908386,1.1644879160420132,0.964859709683382,1.8476070725462477,-1.0936327342117553,-0.8445559579888833,-0.4609136308291917,0.4292828721056994,-0.6125585912115628,4.1452524649094356,10.367428759920905,-0.023623158937046362,14592.526676236479,5274.608353166533,26735.426628075707,1125819.8852838445,317809.0406592259,595228.0773783083,411056.6672636485,84819.31527397623,1243625.055746094,9781014705.066702,1568942647.8980377,878557929.1138502,14610.767334581775,5281.201613607991,26768.8459113608,1127227.1601404494,318206.30196004995,595972.1124750312,4.270908374724937,2.5677344959045447,5.780941383987095,37.51366226596392,19.93141492278038,27.27700674052938,0.0,6.339751324844956,0.0,0.0,0.0,0.0,9.0,281.0,15.055510860820561,304.0,1726.0056581489039,9.0,5570.0,9.935393497636483,3872.0,54097.00855233104,9.0,3538.0,24.193227563343612,1639.0,323660.14675359125,0.0,0.0,0.0,0.0,0.0,9,6,17,9,9,9,1.0,0.9822064056939501,19.822064056939503,19.822064056939503,12.590747330960854,12.590747330960854,-0.8287183260057003,0.2947320745881015,-0.3563811574710293,user_10,a,89.2,Walking
